"AREA","INDICADOR","REGIAO","COD_IBGE","MICROREGIAO","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Rondônia",1101807,"Vale do Paraíso",0,0,1,0,3,3,8,10,6,3,4
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200013,"Acrelândia",22,31,8,19,37,29,45,11,45,39,26
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200054,"Assis Brasil",7,5,5,9,14,12,6,13,17,42,35
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200104,"Brasiléia",23,28,25,34,65,44,34,46,46,117,66
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200138,"Bujari",16,20,20,17,18,19,32,15,30,52,35
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200179,"Capixaba",7,18,30,11,19,12,31,23,23,55,38
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200203,"Cruzeiro do Sul",43,24,18,10,18,6,18,19,35,50,38
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200252,"Epitaciolândia",7,13,24,13,17,19,13,11,17,22,9
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200302,"Feijó",44,46,60,46,72,22,73,54,160,189,195
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200328,"Jordão",13,11,14,4,13,2,4,5,14,22,13
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200336,"Mâncio Lima",9,23,7,5,6,5,6,3,8,24,9
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200344,"Manoel Urbano",16,16,27,31,36,38,49,34,94,62,107
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200351,"Marechal Thaumaturgo",43,21,7,4,17,1,5,5,8,27,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200385,"Plácido de Castro",11,14,8,10,15,10,16,10,25,18,17
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200393,"Porto Walter",26,20,11,3,18,3,9,6,9,17,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200401,"Rio Branco",39,81,54,38,65,60,96,51,72,160,111
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200427,"Rodrigues Alves",21,10,9,8,5,5,10,11,20,26,30
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200435,"Santa Rosa do Purus",6,6,6,2,8,4,4,5,6,14,10
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200450,"Senador Guiomard",7,14,5,8,8,10,17,10,18,13,20
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200500,"Sena Madureira",73,77,76,62,102,83,103,69,105,160,146
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200609,"Tarauacá",48,37,57,26,71,8,26,29,92,134,96
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200708,"Xapuri",11,29,36,21,36,35,61,42,51,120,70
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Acre",1200807,"Porto Acre",23,31,26,7,20,16,28,17,27,46,39
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300029,"Alvarães",13,4,1,2,12,1,8,8,11,6,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300060,"Amaturá",2,3,0,NA,NA,1,0,1,1,NA,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300086,"Anamã",5,2,1,1,1,2,NA,2,0,1,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300102,"Anori",1,1,1,2,1,1,1,1,0,NA,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300144,"Apuí",92,97,147,171,159,214,319,339,319,575,519
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300201,"Atalaia do Norte",5,3,3,2,1,0,2,2,1,5,1
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300300,"Autazes",11,47,28,19,29,43,12,33,27,70,46
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300409,"Barcelos",7,3,3,2,4,0,2,2,2,22,0
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300508,"Barreirinha",27,10,5,6,13,10,3,7,3,8,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300607,"Benjamin Constant",1,2,0,3,1,2,1,1,0,1,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300631,"Beruri",8,4,2,5,5,5,4,3,4,5,3
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300680,"Boa Vista do Ramos",5,3,1,1,3,1,1,2,1,2,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300706,"Boca do Acre",102,116,106,66,143,91,170,188,219,288,282
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300805,"Borba",18,23,4,5,5,7,3,6,8,21,24
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300839,"Caapiranga",11,2,1,1,3,7,1,2,2,2,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1300904,"Canutama",24,50,105,58,32,28,50,56,88,120,124
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301001,"Carauari",3,1,1,2,2,1,2,1,3,1,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301100,"Careiro",20,9,3,8,1,9,3,3,2,5,3
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301159,"Careiro da Várzea",38,24,10,6,7,19,16,10,8,24,12
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301209,"Coari",14,7,2,8,7,1,6,4,4,7,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301308,"Codajás",2,1,1,2,6,2,2,3,4,5,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301407,"Eirunepé",10,6,2,3,6,0,3,6,8,7,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301506,"Envira",20,14,13,10,17,10,9,9,23,26,0
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301605,"Fonte Boa",4,2,0,0,3,1,3,1,0,1,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301654,"Guajará",15,13,10,6,2,9,12,10,24,38,41
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301704,"Humaitá",16,22,17,21,27,18,35,69,97,179,218
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301803,"Ipixuna",9,5,13,13,2,9,10,5,15,16,14
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301852,"Iranduba",11,5,2,4,5,7,3,4,2,2,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301902,"Itacoatiara",38,34,12,8,15,12,15,22,10,28,20
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1301951,"Itamarati",6,3,3,3,6,2,1,2,2,2,2
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302009,"Itapiranga",2,2,1,3,1,2,NA,2,0,2,0
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302108,"Japurá",7,3,1,0,1,NA,0,1,2,1,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302207,"Juruá",6,1,1,1,7,0,2,1,3,1,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302306,"Jutaí",9,6,1,3,5,2,3,19,2,22,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302405,"Lábrea",78,149,167,232,264,472,610,553,635,763,765
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302504,"Manacapuru",21,17,3,3,7,15,9,5,4,8,2
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302553,"Manaquiri",4,3,0,1,0,6,2,2,1,3,0
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302603,"Manaus",20,4,7,4,5,4,2,4,2,9,2
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302702,"Manicoré",125,109,120,85,58,144,170,199,162,163,158
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302801,"Maraã",11,1,2,2,4,0,3,1,2,2,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1302900,"Maués",28,29,22,31,27,19,76,41,13,32,42
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303007,"Nhamundá",27,8,5,5,5,8,3,3,9,6,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303106,"Nova Olinda do Norte",4,6,4,2,5,9,7,6,4,12,12
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303205,"Novo Airão",5,2,1,1,2,1,2,3,1,6,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303304,"Novo Aripuanã",40,35,35,85,51,106,304,253,281,462,220
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303403,"Parintins",14,9,2,7,11,5,2,4,4,7,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303502,"Pauini",10,11,19,9,19,13,11,27,17,20,43
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303536,"Presidente Figueiredo",18,23,10,8,13,14,13,17,12,19,1
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303569,"Rio Preto da Eva",8,11,6,1,2,3,8,5,4,7,4
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303601,"Santa Isabel do Rio Negro",11,4,3,0,2,1,1,1,1,6,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303700,"Santo Antônio do Içá",2,5,0,NA,NA,0,2,2,1,1,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303809,"São Gabriel da Cachoeira",19,7,5,2,4,1,3,2,3,13,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303908,"São Paulo de Olivença",2,2,1,1,1,1,3,2,0,6,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1303957,"São Sebastião do Uatumã",9,5,2,8,9,3,1,7,1,4,0
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1304005,"Silves",5,3,5,2,3,1,3,2,1,3,3
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1304062,"Tabatinga",2,2,1,0,7,0,4,1,0,3,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1304104,"Tapauá",10,9,1,5,5,1,6,8,35,42,32
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1304203,"Tefé",17,7,6,4,30,4,16,11,16,15,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1304237,"Tonantins",2,2,1,NA,1,NA,0,16,0,0,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1304260,"Uarini",7,3,4,1,17,1,10,5,11,5,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1304302,"Urucará",8,4,1,4,3,1,1,1,1,2,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Amazonas",1304401,"Urucurituba",2,1,NA,2,2,0,0,0,NA,1,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400027,"Amajari",17,25,10,10,22,22,17,17,24,43,11
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400050,"Alto Alegre",13,22,14,31,13,12,42,3,7,43,55
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400100,"Boa Vista",1,0,NA,0,1,0,0,NA,NA,0,2
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400159,"Bonfim",15,8,5,5,4,14,5,3,4,25,14
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400175,"Cantá",68,17,25,19,34,42,39,19,18,170,40
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400209,"Caracaraí",37,44,43,27,66,39,73,45,37,199,72
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400233,"Caroebe",38,29,22,18,34,41,49,31,24,74,82
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400282,"Iracema",75,15,13,41,50,21,45,22,10,132,54
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400308,"Mucajaí",105,52,33,68,88,41,79,17,31,154,75
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400456,"Pacaraima",13,0,NA,1,1,0,0,1,NA,4,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400472,"Rorainópolis",31,22,30,45,38,44,47,67,76,195,152
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400506,"São João da Baliza",14,10,7,13,13,7,12,9,10,21,17
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400605,"São Luiz",10,10,9,13,7,8,12,7,7,21,12
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Roraima",1400704,"Uiramutã",23,1,NA,2,2,0,0,0,NA,4,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500107,"Abaetetuba",7,2,4,1,0,1,1,2,1,1,2
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500131,"Abel Figueiredo",3,1,NA,1,1,0,1,0,2,8,2
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500206,"Acará",58,29,9,36,12,12,13,35,34,36,31
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500305,"Afuá",3,NA,0,0,0,NA,NA,0,NA,0,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500347,"Água Azul do Norte",14,15,12,11,27,19,17,17,9,19,16
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500404,"Alenquer",54,43,29,35,32,29,29,54,45,40,64
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500503,"Almeirim",77,13,39,18,47,23,28,41,35,60,49
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500602,"Altamira",385,496,456,591,587,611,807,441,866,1150,1595
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500701,"Anajás",24,1,0,NA,NA,0,0,NA,NA,1,2
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500800,"Ananindeua",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500859,"Anapu",154,443,31,38,63,163,160,190,120,435,224
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500909,"Augusto Corrêa",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1500958,"Aurora do Pará",21,13,2,9,2,2,2,9,7,3,6
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501006,"Aveiro",35,67,31,27,58,32,23,61,42,90,63
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501105,"Bagre",34,5,2,1,0,1,3,3,2,4,6
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501204,"Baião",45,14,15,12,7,8,10,10,20,14,13
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501253,"Bannach",11,11,13,9,5,45,22,11,3,5,4
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501303,"Barcarena",4,2,5,2,2,0,1,6,2,0,4
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501402,"Belém",2,1,0,NA,NA,0,0,0,2,3,0
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501451,"Belterra",8,3,5,1,2,19,8,4,5,10,9
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501501,"Benevides",0,NA,NA,0,NA,0,NA,0,0,0,1
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501576,"Bom Jesus do Tocantins",15,5,4,12,11,11,15,12,15,15,38
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501600,"Bonito",2,3,NA,1,1,1,1,1,NA,NA,0
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501709,"Bragança",5,2,0,NA,2,1,NA,1,1,0,1
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501725,"Brasil Novo",98,77,18,64,17,21,12,52,39,52,53
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501758,"Brejo Grande do Araguaia",5,4,2,5,6,2,5,4,2,2,3
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501782,"Breu Branco",106,29,34,22,13,29,18,18,19,18,24
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501808,"Breves",4,1,0,2,1,1,3,2,1,4,4
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501907,"Bujaru",2,3,2,5,0,2,1,11,2,0,3
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1501956,"Cachoeira do Piriá",115,49,6,10,21,21,16,39,32,44,43
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502004,"Cachoeira do Arari",2,0,NA,0,NA,NA,0,NA,0,NA,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502103,"Cametá",27,3,1,1,1,0,1,2,2,0,1
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502152,"Canaã dos Carajás",3,2,1,1,3,5,4,3,2,2,3
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502202,"Capanema",1,3,NA,0,1,2,0,0,0,0,1
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502301,"Capitão Poço",3,18,1,2,3,2,2,3,3,3,2
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502400,"Castanhal",3,2,1,2,0,1,1,1,1,1,1
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502509,"Chaves",5,0,0,0,0,1,NA,4,NA,1,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502608,"Colares",0,0,NA,NA,NA,NA,0,0,NA,NA,0
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502707,"Conceição do Araguaia",35,10,14,11,8,3,13,6,6,18,NA
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502756,"Concórdia do Pará",1,1,1,1,1,1,0,6,1,1,2
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502764,"Cumaru do Norte",84,117,115,75,51,81,63,77,59,87,139
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502772,"Curionópolis",7,0,1,NA,NA,1,1,3,2,5,3
"Meio Ambiente","TX_INPE_DESMATAMENTO_MUN","Pará",1502806,"Curralinho",18,3,1,3,0,0,2,0,NA,3,2
